Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Customer Rating
605,4128,2011-10-06,Not Specified,38,391.42,0.04,Regular Air,25.03 USD,9.99,5.12,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1948,Small Box,0.4,2011-10-08,
645,4550,2009-12-28,High,32,3730.54,0.07,Delivery Truck,1369.09 USD,119.99,16.8,Gary Zandusky,Ontario,Ontario,Home Office,Technology,Office Machines,Epson C62 Color Inkjet Printer,Jumbo Box,0.35,2009-12-30,Excellent
680,4743,2010-03-30,Low,29,352.55,0.09,Regular Air,128.9875 USD,12.97,1.49,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,2010-04-03,Poor
681,4743,2010-03-30,Low,32,719.64,0.01,Regular Air,-245.62 USD,20.89,11.52,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,2010-04-06,
729,5251,2011-04-11,Medium,38,3821.039,0.05,,1057.8870000000002 USD,115.99,5.99,Tamara Dahlen,Ontario,Ontario,Corporate,Technology,Telephones and Communication,2160,Small Box,0.57,2011-04-13,Poor
733,5283,2009-06-03,Medium,23,2508.673,0.03,Regular Air,417.465 USD,125.99,7.69,Gary Zandusky,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2009-06-05,
750,5381,2010-01-28,Low,47,4888.14,0.07,Regular Air,1545.09 USD,107.53,5.81,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,2010-02-04,
759,5444,2011-03-17,Critical,2,885.94,0.08,Regular Air,-2024.079 USD,449.99,24.49,Frank Carlisle,Ontario,Ontario,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,2011-03-19,
785,5601,2012-01-05,High,10,120.53,0.1,Regular Air,49.26 USD,12.22,2.85,Gary Hansen,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,2012-01-06,
802,5760,2009-05-24,Not Specified,34,5261.73,0.05,Delivery Truck,650.3 USD,150.98,43.71,Nancy Lomonaco,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,2009-05-25,Excellent
897,6438,2010-05-16,Not Specified,38,225.21,0.06,Regular Air,-66.16 USD,5.98,5.2,Anna Haberlin,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.36,2010-05-17,Average
917,6592,2009-12-01,Low,29,194.29,0.09,Regular Air,-177.17 USD,6.84,8.37,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,2009-12-08,
918,6592,2009-12-01,Low,33,1621.1,0.07,Express Air,-971.36 USD,48.91,35.0,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,2009-12-03,
933,6755,2011-05-01,High,20,156.47,0.01,Regular Air,-39.2265 USD,7.1,6.05,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2011-05-03,Poor
957,6918,2011-07-01,Critical,38,1559.5,0.01,Regular Air,515.83 USD,39.48,1.99,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2011-07-03,
1060,7841,2012-05-20,Not Specified,21,1002.77,0.07,Regular Air,295.6 USD,49.34,10.25,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57,2012-05-22,
1061,7841,2012-05-20,Not Specified,17,178.14,0.01,Regular Air,56.3 USD,10.06,2.06,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2012-05-22,Average
1104,8103,2009-11-02,Low,16,457.68,0.07,Regular Air,107.3805 USD,29.17,6.27,Bill Stewart,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,2009-11-06,
1130,8258,2009-03-01,High,37,434.77,0.02,Regular Air,-155.21 USD,11.34,11.25,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Paper,Staples 1 Part Blank Computer Paper,Small Box,0.36,2009-03-02,Excellent
1162,8454,2012-08-15,Medium,38,218.77,0.03,Regular Air,-188.1285 USD,5.4,7.78,Christine Phan,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,2012-08-18,
1193,8710,2009-01-04,Critical,17,63.34,0.03,Regular Air,-76.015 USD,3.36,6.27,Tamara Dahlen,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,2009-01-05,
1208,8835,2009-10-13,Critical,12,153.44,0.05,Regular Air,-6.15 USD,12.2,6.02,James Lanier,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Small Pack,0.43,2009-10-14,
1217,8960,2010-06-05,Medium,46,4335.34,0.07,Express Air,524.09 USD,99.99,19.99,Christine Phan,Ontario,Ontario,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2010-06-07,Poor
1218,8960,2010-06-05,Medium,15,1150.5345,0.01,Regular Air,361.647 USD,85.99,1.25,Christine Phan,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2010-06-07,
1278,9281,2012-02-23,Critical,24,68.97,0.02,Regular Air,0.77 USD,2.78,0.97,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2012-02-25,
1285,9350,2012-10-31,Critical,13,1735.94,0.1,Delivery Truck,-432.54 USD,140.98,53.48,Darren Budd,Ontario,Ontario,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,2012-11-01,
1286,9350,2012-10-31,Critical,2,337.6,0.1,Regular Air,-210.7835 USD,172.99,19.99,Darren Budd,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64,2012-11-02,
1322,9665,2009-04-23,Low,50,2348.66,0.02,Regular Air,921.41 USD,46.89,5.1,Eugene Hildebrand,Ontario,Ontario,Home Office,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,2009-04-23,
1323,9665,2009-04-23,Low,19,2657.12,0.05,,-373.09 USD,140.98,36.09,Eugene Hildebrand,Ontario,Ontario,Home Office,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,2009-04-25,
1324,9665,2009-04-23,Low,49,9579.62,0.1,Delivery Truck,-3465.072 USD,212.6,110.2,Eugene Hildebrand,Ontario,Ontario,Home Office,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.73,2009-04-25,
1357,9893,2009-08-16,Medium,1,192.49,0.02,Delivery Truck,-98.3 USD,160.98,30.0,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2009-08-19,
1401,10183,2009-11-24,Critical,48,1210.02,0.06,Delivery Truck,-279.44 USD,25.98,14.36,Darren Budd,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,2009-11-25,
1414,10247,2010-01-10,Medium,24,231.95,0.03,,44.14 USD,9.78,1.99,Edward Becker,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43,2010-01-12,
1438,10371,2009-09-16,High,10,156.15,0.08,Express Air,-37.6 USD,15.73,7.42,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56,2009-09-18,
1456,10498,2010-10-23,Low,47,1968.47,0.04,Regular Air,327.9 USD,40.97,8.99,Jesus Ocampo,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,2010-10-30,
1470,10624,2009-12-20,Critical,23,1082.43,0.06,Regular Air,23.97 USD,47.98,3.61,Darren Powers,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.71,2009-12-22,
1580,11425,2011-06-22,Critical,23,2969.6365,0.04,Express Air,383.454 USD,155.99,8.99,Patrick Bzostek,Ontario,Ontario,Consumer,Technology,Telephones and Communication,CF 688,Small Box,0.58,2011-06-24,
1591,11491,2010-08-17,Low,26,165.37,0.06,Regular Air,-80.11 USD,6.6,4.07,Darren Budd,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,2010-08-26,
1592,11491,2010-08-17,Low,38,1785.74,0.03,Express Air,739.48 USD,48.04,7.23,Darren Budd,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2010-08-19,
1636,11841,2010-04-20,Medium,44,2339.52,0.1,Regular Air,886.03 USD,54.96,10.75,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2010-04-22,Poor
1637,11841,2010-04-20,Medium,46,533.25,0.07,Regular Air,-88.32 USD,11.97,5.81,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2010-04-20,
1648,11878,2010-02-24,Not Specified,18,102.06,0.1,Regular Air,36.23 USD,6.3,0.5,Jesus Ocampo,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 48,Small Box,0.39,2010-02-25,
1649,11878,2010-02-24,Not Specified,15,101.82,0.08,Regular Air,-52.55 USD,6.48,7.03,Jesus Ocampo,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 214,Small Box,0.37,2010-02-25,
1682,12130,2011-12-09,Not Specified,37,686.2,0.04,Regular Air,290.2 USD,18.84,3.62,Grace Kelly,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Flat Face Poster Frame,Wrap Bag,0.43,2011-12-12,
1683,12130,2011-12-09,Not Specified,42,1274.5155,0.05,Regular Air,444.15 USD,35.99,5.99,Grace Kelly,Ontario,Ontario,Consumer,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,2011-12-12,
1684,12160,2010-12-12,Low,48,10341.47,0.03,Delivery Truck,865.02 USD,208.16,68.02,Darren Budd,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2010-12-17,
1685,12160,2010-12-12,Low,2,55.21,0.08,Regular Air,-45.3 USD,24.98,8.79,Darren Budd,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,2010-12-16,
1686,12160,2010-12-12,Low,9,38.3,0.01,Regular Air,-42.4925 USD,3.36,6.27,Darren Budd,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,2010-12-17,
1697,12258,2009-11-30,Low,3,561.65,0.04,Delivery Truck,-264.94 USD,180.98,30.0,Kelly Lampkin,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,2009-11-30,Excellent
1698,12258,2009-11-30,Low,2,55.6,0.06,Regular Air,-52.54 USD,3.25,49.0,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,2009-12-05,
1699,12258,2009-11-30,Low,22,2431.13,0.01,Regular Air,660.63 USD,110.98,13.99,Kelly Lampkin,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,2009-12-04,
1700,12258,2009-11-30,Low,27,113.4,0.05,Express Air,-5.02 USD,3.95,2.0,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2009-12-07,Poor
1709,12263,2011-07-06,High,12,515.65,0.0,Regular Air,123.5 USD,39.48,3.99,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Small Box,0.56,2011-07-06,
1752,12551,2012-06-11,Low,46,5023.2535,0.01,Regular Air,1665.225 USD,125.99,5.26,George Ashbrook,Ontario,Ontario,Small Business,Technology,Telephones and Communication,232,Small Box,0.55,2012-06-18,
1778,12736,2010-03-08,Low,2,25.52,0.01,Regular Air,21.77 USD,9.65,6.22,Henry MacAllister,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2010-03-15,
1780,12768,2009-04-08,Critical,34,1562.97,0.01,,501.59 USD,42.98,4.62,Kelly Lampkin,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,2009-04-10,
1799,12897,2011-07-18,Not Specified,39,141.49,0.03,Regular Air,59.92 USD,3.69,0.5,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 487,Small Box,0.38,2011-07-19,
1800,12897,2011-07-18,Not Specified,31,211.55,0.05,Express Air,-120.95 USD,6.48,7.91,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,2011-07-19,
1817,13030,2009-07-22,Medium,32,136.2,0.09,Express Air,-154.30700000000002 USD,3.89,7.01,Nancy Lomonaco,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2009-07-24,
1824,13091,2009-11-15,Medium,39,883.15,0.01,Regular Air,-1148.19 USD,20.34,35.0,Arthur Wiediger,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,2009-11-16,
1867,13440,2010-10-13,Not Specified,22,971.82,0.07,Regular Air,326.39 USD,43.98,1.99,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,2010-10-15,
1874,13479,2009-12-04,High,3,292.96,0.09,Regular Air,-322.95 USD,99.99,19.99,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2009-12-06,
1875,13479,2009-12-04,High,13,2206.991,0.04,Regular Air,-1.62800000000002 USD,205.99,5.26,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Telephones and Communication,i470,Small Box,0.56,2009-12-05,
1903,13633,2012-04-03,Not Specified,18,2703.37,0.09,,-231.6 USD,150.98,57.2,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,DMI Arturo Collection Mission-style Design Wood Chair,Jumbo Drum,0.59,2012-04-04,
1904,13633,2012-04-03,Not Specified,39,1538.17,0.02,Regular Air,-1119.64 USD,38.94,35.0,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Eldon Base for stackable storage shelf, platinum",Large Box,0.8,2012-04-04,Poor
1917,13735,2009-05-21,Medium,36,281.71,0.02,Regular Air,117.38 USD,7.64,1.39,Edward Becker,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,0.36,2009-05-23,
1935,13861,2010-08-11,High,7,37.3,0.0,Regular Air,5.03 USD,4.84,0.71,Andy Yotov,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2010-08-11,
1937,13892,2012-04-27,High,47,1446.97,0.0,Regular Air,531.47 USD,29.89,1.99,Frank Hawley,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2012-04-28,
1962,14023,2010-02-20,Not Specified,36,711.1,0.08,Regular Air,241.077 USD,21.38,2.99,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36,2010-02-22,
1963,14023,2010-02-20,Not Specified,48,498.16,0.03,Regular Air,40.61 USD,9.99,5.12,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1948,Small Box,0.4,2010-02-21,
1976,14115,2009-08-14,Not Specified,24,158.78,0.04,Regular Air,-38.38 USD,6.28,5.41,Jim Mitchum,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Small Box,0.53,2009-08-16,
1977,14115,2009-08-14,Not Specified,46,3296.062,0.06,Regular Air,591.9119999999999 USD,85.99,10.78,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Telephones and Communication,3395,Small Box,0.58,2009-08-16,
1984,14147,2010-03-07,Not Specified,8,351.49,0.03,Regular Air,107.321 USD,41.94,2.99,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,2010-03-10,
1985,14147,2010-03-07,Not Specified,16,74.13,0.08,Regular Air,-69.34 USD,4.28,6.72,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2010-03-08,
1986,14147,2010-03-07,Not Specified,45,195.03,0.09,Regular Air,-148.87 USD,4.28,5.74,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1953,Small Box,0.4,2010-03-09,
1990,14211,2009-02-12,Not Specified,22,3220.58,0.04,Regular Air,1046.69 USD,150.98,13.99,Frank Hawley,Ontario,Ontario,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,2009-02-15,
1991,14211,2009-02-12,Not Specified,14,2367.99,0.04,Regular Air,320.1 USD,176.19,11.87,Frank Hawley,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes High-Stak® Drawer Files,Small Box,0.62,2009-02-14,
2011,14368,2011-09-10,High,5,522.06,0.06,Regular Air,319.64 USD,105.98,13.99,Ivan Liston,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,2011-09-11,
2012,14368,2011-09-10,High,37,1218.08,0.1,Regular Air,99.79 USD,34.58,8.99,Ivan Liston,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2011-09-12,
2045,14596,2009-01-10,Critical,24,199.12,0.01,Regular Air,73.33 USD,8.34,0.96,Darren Powers,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,2009-01-12,
2046,14596,2009-01-10,Critical,19,63.14,0.06,Regular Air,-53.75 USD,3.28,3.97,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2009-01-11,Excellent
2055,14693,2011-01-09,Critical,39,268.94,0.02,Regular Air,-87.52 USD,6.48,6.41,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 221,Small Box,0.37,2011-01-11,
2056,14693,2011-01-09,Critical,38,847.82,0.05,Delivery Truck,-1348.5 USD,20.98,45.0,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,2011-01-11,Excellent
2073,14823,2009-02-12,Low,15,103.62,0.1,Regular Air,39.98 USD,7.31,0.49,David Smith,Ontario,Ontario,Small Business,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,2009-02-21,
2074,14823,2009-02-12,Low,20,124.84,0.08,Regular Air,10.56 USD,6.7,1.56,David Smith,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,0.52,2009-02-12,
2101,15014,2010-02-10,Medium,10,633.13,0.05,Delivery Truck,-203.9 USD,58.14,36.61,Ted Trevino,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2010-02-13,Poor
2213,15972,2011-08-09,Not Specified,3,10.33,0.04,Regular Air,-3.86 USD,2.98,1.58,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,0.39,2011-08-09,Excellent
2214,15972,2011-08-09,Not Specified,2,14.39,0.07,Regular Air,-10.24 USD,5.81,3.37,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,2011-08-10,
2222,16065,2010-07-20,High,15,6933.45,0.04,Delivery Truck,1200.205 USD,449.99,49.0,Ruben Ausman,Ontario,Ontario,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2010-07-20,
2223,16065,2010-07-20,High,14,54.99,0.06,Regular Air,8.07 USD,4.0,1.3,Ruben Ausman,Ontario,Ontario,Corporate,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,2010-07-21,
2224,16096,2011-01-19,High,9,42.21,0.0,Express Air,18.21 USD,2.88,0.99,Roy French,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 474,Small Box,0.36,2011-01-20,
2236,16160,2011-07-23,Critical,50,514.86,0.09,Regular Air,-53.18 USD,10.89,4.5,Larry Hughes,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2011-07-24,Average
2249,16196,2009-10-20,High,44,14521.39,0.03,Regular Air,5034.15 USD,320.98,24.49,Magdelene Morse,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Hon Pagoda™ Stacking Chairs,Large Box,0.55,2009-10-22,
2268,16291,2011-04-08,Not Specified,31,894.64,0.01,Regular Air,-27.79 USD,27.42,19.46,Gary Hansen,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,2011-04-09,Poor
2292,16519,2011-06-10,Medium,39,158.97,0.08,Regular Air,-30.268 USD,4.18,2.99,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box,0.37,2011-06-12,
2293,16519,2011-06-10,Medium,49,138.96,0.03,Regular Air,19.87 USD,2.88,0.7,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2011-06-12,
2298,16548,2012-02-05,Not Specified,22,75.19,0.06,Regular Air,-59.12 USD,3.28,3.97,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Large Box,0.58,2012-02-07,
2306,16613,2010-12-24,High,28,51.14,0.08,Regular Air,-81.96 USD,1.74,4.08,Nancy Lomonaco,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,2010-12-26,Average
2326,16771,2009-09-28,High,42,1737.06,0.02,Regular Air,339.17 USD,39.98,9.2,Dan Lawera,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,2009-09-30,
2331,16804,2012-03-10,High,46,2430.34,0.08,Regular Air,752.87 USD,55.98,13.88,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1882,Small Box,0.36,2012-03-12,
2332,16804,2012-03-10,High,36,218.6,0.05,Express Air,-46.43 USD,5.78,4.96,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2012-03-11,
2361,17061,2012-10-30,Critical,28,80.53,0.01,,10.01 USD,2.88,0.7,Ivan Liston,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2012-11-01,
2367,17152,2012-03-12,High,32,236.45,0.06,Regular Air,-259.02 USD,6.98,9.69,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Eldon Shelf Savers™ Cubes and Bins,Small Box,0.83,2012-03-13,
2373,17187,2012-09-23,High,4,2951.97,0.09,Delivery Truck,-1890.3273 USD,810.98,16.06,Bill Stewart,Ontario,Ontario,Corporate,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.56,2012-09-25,
2379,17252,2011-04-29,Not Specified,49,11365.616000000002,0.08,Delivery Truck,229.22 USD,296.18,54.12,Ivan Liston,Ontario,Ontario,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2011-05-01,
2388,17312,2011-05-20,Not Specified,37,258.54,0.05,Regular Air,-116.37 USD,6.68,7.3,Nancy Lomonaco,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1959,Small Box,0.37,2011-05-21,
2396,17377,2011-10-28,Low,39,110.38,0.05,Regular Air,-4.86 USD,2.78,1.2,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.58,2011-10-30,
2427,17634,2012-07-21,High,5,489.07,0.08,Delivery Truck,-197.88 USD,89.99,42.0,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2012-07-21,
2431,17668,2009-11-25,Medium,49,848.92,0.04,Regular Air,296.06 USD,17.48,1.99,Erin Creighton,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,2009-11-27,
2432,17668,2009-11-25,Medium,24,6930.97,0.05,,2574.12 USD,300.98,13.99,Erin Creighton,Ontario,Ontario,Corporate,Technology,Office Machines,Polycom VoiceStation 100,Medium Box,0.39,2009-11-26,
2433,17668,2009-11-25,Medium,13,2219.7325,0.04,Express Air,-69.78399999999999 USD,205.99,5.0,Erin Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Phone 918,Small Box,0.59,2009-11-26,
