Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2009-07-25,High,9.0,101.47,0.03,Regular Air,-18.64,Andrew Allen,British Columbia,West,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2009-07-26,1.7047480922384253,2.4756977107026907
2012-02-18,Critical,21.0,673.92,0.01,Regular Air,224.71,Ed Braxton,Yukon,Yukon,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2012-02-18,1.095273387402595,3.4898185733156835
2011-05-17,Medium,26.0,65.21,0.08,Regular Air,-41.6,Denise Monton,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2011-05-17,1.2237754316221157,1.2809338454620645
2010-05-09,Not Specified,1.0,4.99,0.04,Regular Air,-3.06,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,2010-05-11,0.8415671856782186,1.5432981099295553
2012-02-11,Medium,30.0,1052.68,0.02,Regular Air,-19.27,Toby Swindell,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,2012-02-12,1.8718021769015913,3.525772116243786
2009-07-26,Medium,50.0,387.03,0.04,Regular Air,-7.73,Victoria Wilson,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2009-07-26,1.7833912195575383,2.192770226986839
2011-05-08,Medium,23.0,230.41,0.06,Regular Air,94.39,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,2011-05-09,0.8712933659434192,2.388762789235098
2010-05-23,Low,14.0,74.02,0.02,Regular Air,-2.91,Tonja Turnell,Alberta,West,Consumer,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Wrap Bag,0.51,2010-05-25,1.5325568680981427,1.8050046959780757
2009-11-30,Low,6.0,36.56,0.07,Regular Air,6.22,Dionis Lloyd,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 51,Small Box,0.39,2009-11-30,0.4054651081081644,1.9878743481543455
2010-12-04,Medium,22.0,38.26,0.03,Regular Air,-2.34,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2010-12-06,0.5306282510621704,1.0152306797290587
2011-05-17,High,46.0,89.41,0.01,Regular Air,-21.49,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,2011-05-19,0.5653138090500605,1.0612565021243408
2010-08-30,High,17.0,120.751,0.03,Regular Air,-71.39,Neoma Murray,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2010-08-31,1.7967470107390942,2.196112848483529
2010-12-30,Low,21.0,46.94,0.02,Regular Air,3.88,Dean Percer,Yukon,Yukon,Home Office,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,2011-04-01,0.6931471805599453,1.1662709371419244
2012-03-23,Not Specified,45.0,132.31,0.02,Regular Air,10.914,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,2012-03-25,0.9122827104766162,1.355835153635182
2009-10-15,Medium,27.0,157.57,0.08,Express Air,-57.063,Sarah Foster,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,2009-10-17,1.7934247485471162,1.9080599249242156
2012-07-03,High,13.0,47.93,0.04,Regular Air,15.82,Dennis Bolton,British Columbia,West,Consumer,Office Supplies,Labels,Avery 487,Small Box,0.38,2012-07-05,0.4054651081081644,1.545432582458188
2009-06-01,Critical,17.0,124.06,0.09,Regular Air,15.74,Nathan Mautz,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box,0.38,2009-06-02,1.252762968495368,2.172476407647025
2012-05-12,Medium,14.0,618.84,0.05,Regular Air,-200.84,Craig Yedwab,Newfoundland,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2012-05-13,3.5610460826040513,3.7487979443251795
2009-04-15,Not Specified,40.0,736.96,0.1,Regular Air,-34.29,Carl Weiss,Saskachewan,Prarie,Consumer,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2009-04-18,2.4414770918606643,3.043569602968151
2011-10-09,Low,21.0,1223.11,0.0,Express Air,161.72,Brian Stugart,Ontario,Ontario,Consumer,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,2011-10-18,2.6546494243750947,4.059753117452481
2011-01-17,Medium,7.0,308.52,0.1,Regular Air,-59.85,Guy Phonely,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2011-01-19,3.5610460826040513,3.7487979443251795
2009-08-11,High,4.0,16.6,0.1,Regular Air,-2.06,Gary Mitchum,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 491,Small Box,0.39,2009-08-11,0.688134638736401,1.635105659182678
2009-03-02,Not Specified,3.0,12.01,0.0,Regular Air,-1.08,Alan Hwang,New Brunswick,Atlantic,Small Business,Office Supplies,Labels,Avery 501,Small Box,0.38,2009-03-04,0.4054651081081644,1.545432582458188
2012-10-01,High,21.0,227.66,0.04,Regular Air,-100.16,Luke Foster,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,2012-10-04,2.0149030205422647,2.482403519569882
2009-10-15,High,19.0,513.5,0.02,Regular Air,82.96,Jennifer Jackson,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Small Box,0.56,2009-10-17,1.851599469584072,3.295466427029913
2012-02-29,Medium,25.0,151.75,0.04,Regular Air,-66.24,Corey Catlett,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,2012-03-01,1.8855533485144158,1.916922612182061
2011-05-24,Critical,1.0,23.7,0.05,Regular Air,-8.97,Karen Ferguson,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,2011-05-26,1.62924053973028,3.0368742168851663
2009-05-02,Medium,43.0,1233.22,0.05,Regular Air,385.46,Nora Paige,British Columbia,West,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2009-05-03,1.095273387402595,3.43043250693049
2012-01-23,Not Specified,1.0,62.77,0.01,Regular Air,-36.84,Denise Leinenbach,Nova Scotia,Atlantic,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,2012-01-24,1.7047480922384253,4.126650396974016
2009-05-12,Medium,11.0,81.25,0.01,Regular Air,-44.54,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,2009-05-13,2.1815467646169897,2.012232791986386
2009-09-14,High,26.0,936.95,0.03,Regular Air,-0.7400000000000091,Debra Catini,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55,2009-09-15,3.0440461338325413,3.554776469590456
2011-02-25,Low,4.0,40.87,0.04,Express Air,-16.38,Corinna Mitchell,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2011-02-27,2.2762411176544437,2.012232791986386
2010-06-16,Low,46.0,134.81,0.1,Regular Air,52.36,Philip Brown,Ontario,Ontario,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,2010-06-18,0.3987761199573678,1.423108334242607
2009-03-30,Medium,5.0,236.878,0.06,Regular Air,-275.253,Fred Harton,British Columbia,West,Home Office,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,2009-04-01,1.791759469228055,4.0428758138469085
2009-09-30,Medium,47.0,314.0,0.07,Regular Air,-66.0445,Ann Steele,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,2009-10-01,1.8357763546448291,2.020222182019865
2012-05-17,Not Specified,5.0,22.75,0.09,Regular Air,-0.4499999999999993,Cindy Chapman,Yukon,Yukon,Corporate,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2012-05-19,0.6312717768418579,1.7509374747077997
2010-10-06,Critical,33.0,292.75,0.08,Regular Air,93.33,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag,0.39,2010-10-08,1.1019400787607843,2.2975725511705014
2009-06-01,Not Specified,6.0,55.77,0.04,Regular Air,-4.37,Craig Carroll,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,2009-06-04,1.1786549963416462,2.3135250330323798
2010-01-05,High,31.0,111.48,0.09,Regular Air,29.57,Steve Nguyen,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2010-01-05,0.5306282510621704,1.578978704949392
2010-07-25,High,9.0,130.43,0.03,Regular Air,-8.7,Mark Packer,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-07-25,1.706564623164823,2.6727683869575705
2011-11-26,Not Specified,16.0,54.32,0.09,Regular Air,16.11,Bradley Talbott,Nova Scotia,Atlantic,Small Business,Office Supplies,Rubber Bands,Advantus SlideClip™ Paper Clips,Wrap Bag,0.37,2011-11-28,0.5306282510621704,1.4838746894587547
2011-04-09,Medium,24.0,142.8,0.01,Regular Air,-25.0,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,2011-04-12,1.4747630091074988,1.918392120161421
2010-10-03,Critical,36.0,63.53,0.1,Regular Air,-2.51,Greg Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5,2010-10-04,0.5822156198526637,1.0577902941478545
2010-03-30,Low,33.0,47.48,0.07,Regular Air,3.35,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2010-04-04,0.5306282510621704,0.9082585601768908
2012-07-10,High,49.0,841.51,0.05,Express Air,20.86,Nick Crebassa,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2012-07-12,1.9810014688665833,2.8853592160726205
2010-05-18,High,2.0,30.83,0.04,Express Air,7.27,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,0.36,2010-05-19,0.8712933659434192,2.1564025828159643
2010-07-25,Low,29.0,475.58,0.04,Regular Air,108.21,Vivek Sundaresam,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,2010-07-27,1.6094379124341003,2.8320361808832013
2011-06-19,Medium,34.0,214.64,0.08,Regular Air,-76.88,Maria Zettner,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.36,2011-06-21,1.925707441737794,2.012232791986386
2010-02-25,Low,19.0,428.14,0.04,Regular Air,-6.04,Natalie Webber,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1964,Small Box,0.39,2010-02-27,2.5289235352047745,3.171364842197149
2010-10-10,Low,2.0,6.34,0.08,Regular Air,-4.44,Bobby Elias,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2010-10-14,0.6780335427498971,1.3297240096314962
2012-12-12,Critical,47.0,533.47,0.09,Regular Air,-50.209,Philip Fox,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,2012-12-14,2.102913897864978,2.5257286443082556
2011-03-02,Critical,38.0,491.78,0.0,Regular Air,44.04,Tom Stivers,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2011-03-02,2.010894999144726,2.5862591440482876
2010-06-23,Not Specified,31.0,295.45,0.03,Regular Air,-4.36,Rick Wilson,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57,2010-06-25,1.780024213009634,2.339880877737743
2010-09-14,High,18.0,127.56,0.01,Regular Air,-57.11,Dan Lawera,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,2010-09-17,1.623340817603092,2.028148247292285
2012-08-21,Critical,33.0,136.79,0.06,Regular Air,42.71,Theresa Swint,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39,2012-08-22,0.688134638736401,1.635105659182678
2010-12-31,Medium,26.0,299.11,0.05,Regular Air,40.03,Brooke Gillingham,Alberta,West,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2011-01-01,1.7934247485471162,2.5128460184772416
2010-03-26,Medium,22.0,446.72,0.05,Regular Air,-39.0,Lela Donovan,British Columbia,West,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47,2010-03-28,2.733717947850788,3.0577676644734435
2011-09-24,Critical,18.0,35.51,0.02,Express Air,-13.95,Gene Hale,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2011-09-25,0.9439058989071285,0.9858167945227653
2011-05-26,High,31.0,413.12,0.1,Express Air,-10.2235,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2011-05-28,2.1126345090356,2.725890119230541
2012-04-24,Medium,11.0,653.92,0.02,Regular Air,52.89,Doug Jacobs,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2012-04-25,2.3711778844596574,4.106931677727572
2011-02-12,Low,35.0,238.08,0.07,Regular Air,31.654000000000003,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,2011-02-19,1.3837912309017721,2.0476928433652555
2009-08-30,Not Specified,27.0,305.48,0.1,Regular Air,47.14,Sara Luxemburg,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2009-08-30,1.2119409739751128,2.529720665577793
2010-04-16,Critical,24.0,135.88,0.1,Regular Air,-75.394,Shahid Shariari,Nova Scotia,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,2010-04-18,1.8855533485144158,1.916922612182061
2009-06-24,Low,17.0,283.65349999999995,0.09,Regular Air,-113.047,Lindsay Williams,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2009-07-01,1.252762968495368,3.09058780456667
2010-07-03,Not Specified,20.0,205.33,0.0,Regular Air,10.68,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,2010-07-05,1.9487632180377197,2.3767644911682972
2010-09-25,Medium,46.0,1048.39,0.06,Express Air,206.56,Becky Castell,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,2010-09-26,2.149433913499871,3.177220149599368
2010-11-18,High,41.0,152.59,0.02,Regular Air,55.48,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,2010-11-20,0.5364933705145685,1.5644405465033646
2010-09-10,Medium,29.0,1111.23,0.1,Regular Air,21.6,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2010-09-12,3.0440461338325413,3.737431494696102
2011-05-05,Not Specified,13.0,928.9055,0.06,Regular Air,-23.925,Sarah Brown,Alberta,West,Consumer,Technology,Telephones and Communication,6340,Small Box,0.58,2011-05-07,1.332366019094335,4.46579316951945
2009-03-24,Not Specified,42.0,580.56,0.1,Regular Air,163.6335,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Small Box,0.39,2009-03-25,1.3837912309017721,2.7265447837383743
2012-06-26,High,12.0,503.08,0.01,Regular Air,-102.74,Bruce Stewart,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,2012-06-28,2.0149030205422647,3.7371933143924867
2010-06-02,High,40.0,676.13,0.03,Regular Air,45.39,Sanjit Jacobs,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.48,2010-06-04,2.0149030205422647,2.8320361808832013
2011-07-22,High,46.0,231.35,0.03,Regular Air,-81.86,Quincy Jones,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2011-07-24,1.7404661748405044,1.7884205679625405
2009-05-18,Medium,38.0,623.1265,0.09,Regular Air,122.292,Brendan Murry,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,2009-05-18,0.688134638736401,3.09058780456667
2010-06-07,Low,3.0,23.93,0.1,Regular Air,-6.39,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,2010-06-11,0.6729444732424258,2.234306252240751
2011-10-08,Critical,3.0,19.46,0.01,Regular Air,-2.01,Jenna Caffey,Alberta,West,Consumer,Office Supplies,Labels,Avery 51,Small Box,0.39,2011-10-10,0.4054651081081644,1.9878743481543455
2011-10-20,Critical,16.0,111.9,0.01,Regular Air,38.03,Dennis Bolton,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag,0.4,2011-10-22,0.7975071958841881,2.010894999144726
2011-10-09,High,1.0,40.1,0.09,Regular Air,-16.0655,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,2011-10-11,2.5360749363624,3.4651107074058083
2009-07-24,Low,20.0,939.39,0.07,Regular Air,-122.77,Stewart Carmichael,British Columbia,West,Corporate,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,2009-07-29,3.0440461338325413,3.920586236088634
2012-11-15,High,3.0,18.91,0.0,Regular Air,-16.353,Lisa Hazard,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-11-16,2.080690761080268,1.5871923034867808
2010-01-12,High,37.0,199.76,0.07,Regular Air,20.0,Roy Phan,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,DIXON Ticonderoga® Erasable Checking Pencils,Wrap Bag,0.46,2010-01-13,1.095273387402595,1.884034745337226
2010-01-07,Medium,21.0,147.16,0.01,Regular Air,-92.55,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,2010-01-08,2.2407096892759584,2.012232791986386
2009-07-31,Critical,23.0,367.53,0.03,Delivery Truck,11.650950000000002,Ben Peterman,Nova Scotia,Atlantic,Corporate,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76,2009-08-01,3.3586377672433594,2.7868613815264998
2012-04-17,Medium,5.0,455.08,0.04,Regular Air,27.8,Jim Karlsson,Alberta,West,Small Business,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38,2012-04-18,3.0440461338325413,4.441827387791918
2011-02-13,Not Specified,43.0,170.88,0.01,Regular Air,-149.08599999999998,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,2011-02-15,1.8625285401162623,1.5706970841176697
2010-09-17,Low,1.0,29.65,0.05,Express Air,-16.54,Fred McMath,Newfoundland,Atlantic,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,2010-09-21,2.162172939277301,2.7713379403381286
2009-08-27,Medium,16.0,33.76,0.04,Regular Air,-7.153,Neil Knudson,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,2009-08-29,0.9122827104766162,1.1249295969854831
2011-07-02,Not Specified,39.0,74.0,0.08,Regular Air,-20.6,Nora Price,New Brunswick,Atlantic,Small Business,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,2011-07-03,0.5653138090500605,1.0612565021243408
2010-02-05,Not Specified,2.0,21.03,0.03,Regular Air,-10.4765,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2010-02-07,1.3837912309017721,2.2710944259026746
2012-11-23,Medium,5.0,165.04,0.03,Regular Air,-112.44,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2012-11-25,2.2669579153508947,3.4474446328274753
2010-11-04,Not Specified,23.0,1236.954,0.06,Regular Air,119.889,Cari MacIntyre,Ontario,Ontario,Corporate,Technology,Telephones and Communication,5170,Small Box,0.59,2010-11-06,1.6486586255873816,4.204543354520176
2012-05-06,Low,2.0,40.8255,0.01,Regular Air,-99.979,Vivek Grady,Ontario,Ontario,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2012-05-06,1.75958057086382,3.09058780456667
2012-06-11,Medium,2.0,25.09,0.07,Regular Air,-17.595,Astrea Jones,Newfoundland,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2012-06-12,2.2965670206684825,2.201659174404085
2012-05-06,Medium,7.0,181.32,0.03,Regular Air,80.32,Nathan Mautz,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,2012-05-08,2.301584592660462,3.2726061472891685
2010-05-06,High,9.0,43.23,0.0,Regular Air,-29.532,Barry Blumstein,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2010-05-08,1.8341801851120072,1.6054298910365616
2009-01-14,Not Specified,14.0,62.6,0.02,Regular Air,7.32,Toby Swindell,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2009-01-15,0.6626879730752367,1.66392609771817
2012-03-16,High,13.0,210.22,0.0,Regular Air,-30.71,Shahid Collister,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,2012-03-18,2.162172939277301,2.7713379403381286
2009-08-28,Medium,25.0,453.2455,0.05,Regular Air,3.3120000000000003,Roy Skaria,British Columbia,West,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2009-08-29,1.75958057086382,3.09058780456667
2010-01-25,Critical,15.0,494.34,0.05,Regular Air,-30.19,Tanja Norvell,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,2010-01-25,2.0438143640366846,3.495901317131453
2012-09-07,Medium,12.0,34.41,0.05,Regular Air,-17.69,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2012-09-09,1.2237754316221157,1.2809338454620645
2012-08-04,Critical,6.0,377.03,0.06,Regular Air,-78.82,Maxwell Schwartz,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,2012-08-06,2.064327903869788,4.1893516658004355
2011-10-05,Medium,6.0,338.89,0.07,Regular Air,45.76,Pauline Chand,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2011-10-07,2.463853240590168,4.024637149797281
2011-03-08,Critical,4.0,23.23,0.09,Regular Air,-19.06,Vivek Gonzalez,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2011-03-09,2.0438143640366846,1.66392609771817
2011-01-06,High,47.0,307.57,0.0,Regular Air,-72.3005,Barry Gonzalez,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,2011-01-07,1.8229350866965048,1.9974177062012453
2011-08-25,Low,40.0,289.19,0.01,Regular Air,-69.03,Karen Bern,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1968,Small Box,0.37,2011-08-27,1.9671123567059163,2.038619547159581
2012-03-28,Not Specified,3.0,71.49,0.06,Regular Air,41.98,Sean Braxton,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,2012-03-31,2.498973906999436,3.0440461338325413
2011-01-26,Medium,19.0,92.24,0.05,Regular Air,-60.582,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39,2011-01-27,1.8309801823813363,1.7613002617433464
2012-11-19,High,22.0,109.52,0.09,Express Air,-73.34700000000001,Tamara Manning,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,2012-11-21,1.9213246735826988,1.7119945007591926
2012-09-10,Critical,49.0,587.71,0.09,Regular Air,26.28,Chuck Clark,Alberta,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2012-09-12,1.420695787837223,2.637627736805664
2011-04-18,High,4.0,28.46,0.02,Regular Air,-27.13,Adam Hart,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,2011-04-20,1.578978704949392,1.943048916774281
